,Protein IDs,Genus,KEGG_COG, HM454, HM455, HM466, HM503
14641,DLF004_GL0063608,Bacteroides,K00970,2042800,0,0,15934000
14642,MH0299_GL0023283,Bacteroides,,0,0,5382600,0
14643,MH0143_GL0054421,Roseburia,K00615,0,23562000,21228000,6913800
14644,MH0086_GL0054771,Faecalibacterium,COG0446,0,17042000,0,0
14645,MH0178_GL0097895,Bacteroides,K01880,52444000,0,48262000,0
14646,MH0143_GL0102400,Bacteroides,K18139,0,0,0,7275500
14647,O2.UC40-1_GL0085028,Faecalibacterium,,8219800,4715900,0,0
14648,158479027-stool1_revised_scaffold18908_1_gene144032,Bacteroides,,0,20493000,3579100,0
14649,MH0050_GL0061398,Prevotella,K21573,568470000,7546200,9457200,25873000
14650,MH0270_GL0075323,Bacteroides,K02892,950740000,343320000,603480000,62501000
14651,MH0196_GL0074501,Bacteroides,K02892,4452100,6628400,26324000,236900000
14652,MH0141_GL0060968,Parabacteroides,K02988,258070000,16500000,0,0
14653,T2D-22A_GL0109547,Parabacteroides,K02988,571140000,0,51767000,10134000
14654,V1.UC8-0_GL0098292,Eubacterium,K02990,13578000,10222000,43018000,0
14655,MH0119_GL0017547,Bacteroides,COG0697,0,0,0,14285000
14656,O2.UC36-1_GL0113266,Bacteroides,COG0697,0,0,117590000,13850000
14657,MH0276_GL0093015,Bacteroides,COG0697,0,0,0,8163300
14658,MH0004_GL0000635,Bacteroides,K01624,43908000,120240000,828520000,1222200000
14659,V1.FI13_GL0044713,Collinsella,K04078,939320000,717940000,72339000,0
14660,O2.UC47-1_GL0197451,Coprococcus,K02990,47481000,173400000,27893000,49282000
14661,MH0006_GL0031519,Bacteroides,COG0217,0,0,0,17395000
14662,MH0118_GL0096846,Bacteroides,COG0217,6992200,0,0,0
14663,MH0192_GL0054664,Bacteroides,COG0217,0,15193000,0,0
14664,MH0200_GL0037546,Bacteroides,COG0217,134560000,115780000,39861000,40165000
14665,O2.UC1-1_GL0089831,Bacteroides,COG0217,476770000,390190000,219730000,386980000
14666,SZEY-59A_GL0057686,Bacteroides,COG0217,0,0,9324300,15412000
14667,O2.UC19-2_GL0061201,Dorea,K02990,11101000,21463000,123870000,6980300
14668,V1.UC54-0_GL0131230,Bilophila,K02899,0,132030000,0,0
14669,MH0012_GL0176898,Odoribacter,COG4206,23956000,28049000,0,0
14670,MH0434_GL0180769,Faecalibacterium,K00626,2328500000,1309300000,843180000,7231500
14671,O2.UC59-2_GL0077676,Faecalibacterium,K00626,174380000,0,33841000,0
14672,MH0271_GL0093415,Clostridium,K02990,12031000,10846000,0,0
14673,O2.UC48-0_GL0156184,Clostridium,K02990,0,15001000,45175000,14511000
14674,V1.CD40-0_GL0097930,Coprococcus,K02990,46863000,20284000,25052000,0
14675,MH0012_GL0060112,Bacteroides,,0,0,54068000,0
14676,MH0195_GL0010532,Bacteroides,K06142,155760000,0,0,0
14677,MH0013_GL0010768,Bacteroides,K00384,10983000,8710200,6539600,0
14678,MH0094_GL0079681,Bacteroides,K00384,5714300,0,1688900,0
14679,764669880-stool1_revised_scaffold6441_1_gene36443,Bacteroides,K00384,0,0,27687000,13036000
14680,O2.UC27-1_GL0085185,Ruminococcus,,0,5021600,207540000,0
14681,N082A_GL0070225,Bacteroides,COG2234,2562200,19164000,0,0
14682,MH0011_GL0094412,Bacteroides,K14699,0,0,0,84295000
14683,V1.FI17_GL0100696,Tyzzerella,K14699,0,1695000,0,314290000
14684,O2.UC7-0_GL0148585,Bilophila,K01893,36221000,29107000,12274000,14171000
14685,MH0239_GL0108936,Lachnoclostridium,K02012,0,0,0,72825000
14686,O2.UC46-1_GL0160852,Faecalibacterium,K00975,1431400000,1093400000,430270000,39811000
14687,MH0342_GL0097029,Bacteroides,K06020,96871000,106270000,74672000,200290000
14688,MH0239_GL0151771,Bacteroides,K06020,3136000,0,0,0
14689,MH0101_GL0015623,Bacteroides,K06020,0,0,5644300,4601200
14690,NLF006_GL0015426,Bacteroides,K01925,0,17253000,7034800,0
14691,T2D-68A_GL0083846,Bifidobacterium,K01869,3697000,5835000,0,0
14692,NOF013_GL0069718,Bacteroides,K07082,16512000,20710000,7484300,3407700
14693,MH0061_GL0014784,Bacteroides,K03531,14428000,164040000,0,3140800
14694,MH0447_GL0015835,Ruminococcus,K01876,7055200,3759600,31157000,0
14695,NLF007_GL0005073,Ruminococcus,K01876,0,0,0,23049000
14696,MH0006_GL0062089,Faecalibacterium,K00847,12981000,22089000,362470000,7297100
14697,MH0267_GL0112634,Bacteroides,K03168,0,0,0,7347900
14698,MH0307_GL0029635,Prevotella,K03168,30105000,0,0,0
14699,MH0094_GL0017215,Bacteroides,K03168,8358600,0,3340100,0
14700,MH0090_GL0066693,Bacteroides,COG2030,174350000,199310000,63299000,145000000
14701,NOF013_GL0058767,Bacteroides,COG3187,0,5180600,39355000,8216000
14702,T2D-139A_GL0010811,Bacteroides,COG3187,413990000,252600000,172890000,302950000
14703,MH0067_GL0037731,Bacteroides,K01893,276150000,207480000,156040000,215210000
14704,MH0442_GL0103369,Akkermansia,COG1729,20910000,0,11871000,0
14705,MH0188_GL0173017,Eubacterium,K01610,45477000,32768000,182260000,20635000
14706,MH0196_GL0086670,Alistipes,,40177000,434250000,21843000,0
14707,MH0133_GL0046753,Bacteroides,K06167,0,0,0,6940300
14708,V1.FI01_GL0225072,Ruminococcus,,0,6325600,0,131490000
14709,MH0131_GL0154213,Bifidobacterium,K03545,36401000,116970000,0,0
14710,MH0398_GL0161708,Prevotella,K05343,7141900,1889500,38853000,0
14711,MH0101_GL0087795,Bacteroides,,0,1256400,12132000,1111400
14712,NOF013_GL0035522,Bacteroides,K07568,14014000,10778000,20916000,102660000
14713,MH0016_GL0006231,Bacteroides,K00384,0,18472000,0,17625000
14714,764508039-stool1_revised_scaffold5643_1_gene2581,Bacteroides,COG1672,0,0,0,9115200
14715,MH0160_GL0099553,Bacteroides,COG1672,0,0,0,92752000
14716,V1.UC32-0_GL0117609,Odoribacter,K00134,39803000,28506000,21966000,12940000
14717,MH0435_GL0064097,Sutterella,COG3203,366800000,0,11551000,0
14718,MH0135_GL0004671,Ruminococcus,K01874,9635900,14653000,0,0
14719,MH0253_GL0217824,Faecalibacterium,COG2017,8889300,0,0,0
14720,MH0239_GL0050110,Clostridium,K00262,1306300000,881150000,3652900000,326650000
14721,MH0250_GL0193138,Sutterella,K02935,0,0,8771000,0
14722,V1.UC19-0_GL0041733,Phascolarctobacterium,K02935,0,0,12326000,0
14723,O2.UC5-1_GL0084916,Bacteroides,K05988,11242000,5854100,12644000,13511000
14724,T2D-78A_GL0122448,Bacteroides,COG4772,0,0,0,7227600
14725,O2.CD3-0-PT_GL0125758,Clostridium,K13889,66786000,260150000,447530000,5850200
14726,MH0239_GL0130595,Tannerella,COG4724,5850300,21990000,33632000,0
14727,457398.HMPREF0326_01611,Desulfovibrio,COG0526,0,640720000,23517000,0
14728,MH0415_GL0212493,Bacteroides,K00262,0,22547000,31963000,52568000
14729,MH0435_GL0075651,Bacteroides,K00262,3868500000,86143000,1416700000,0
14730,NLM008_GL0007879,Bacteroides,K00262,399620000,512820000,341040000,375060000
14731,O2.UC1-1_GL0093610,Bacteroides,K00262,0,0,129540000,149560000
14732,V1.FI12_GL0121672,Collinsella,K00615,90753000,128290000,29296000,1476200
14733,MH0001_GL0017994,Prevotella,K01733,12736000,0,0,0
14734,V1.UC52-1_GL0018330,Blautia,K21071,44064000,0,0,0
14735,MH0433_GL0164924,Faecalibacterium,K15533,0,0,0,0
14736,SZEY-24A_GL0024484,Faecalibacterium,K03784,22479000,18615000,0,0
14737,V1.UC57-0_GL0073489,Faecalibacterium,K03784,103250000,95338000,55308000,0
14738,MH0097_GL0059018,Odoribacter,K03561,105000000,124090000,65617000,0
14739,MH0012_GL0176740,Odoribacter,COG3172,12427000,15300000,9899200,0
14740,326426.Bbr_1472,Bifidobacterium,K00088,14392000,43506000,0,0
14741,MH0341_GL0020979,Bifidobacterium,K00088,18208000,42328000,60232000,0
14742,V1.FI16_GL0099101,Alistipes,K01187,0,0,0,0
14743,T2D-22A_GL0033103,Alistipes,K00639,18645000,39244000,0,0
14744,V1.FI21_GL0094213,Alistipes,K00639,51207000,94668000,83785000,42707000
14745,BGI-33A_GL0000778,Alistipes,K00639,501090000,445530000,182640000,2241500
14746,V1.CD3-3-PN_GL0007508,Oreochromis,K00639,2438100,4491900,8801100,0
14747,T2D-173A_GL0038673,Prevotella,COG0524,7831500,0,0,0
14748,MH0002_GL0064917,Bacteroides,COG1592,3503300000,9838000000,2170500000,4090700000
14749,MH0298_GL0040531,Bacteroides,COG1592,10808000,22057000,5277600,0
14750,764002286-stool1_revised_scaffold20200_1_gene31736,Bacteroides,COG1940,64349000,100690000,48506000,26302000
14751,DLM028_GL0023551,Faecalibacterium,K00244,0,21793000,0,0
14752,MH0441_GL0022365,Faecalibacterium,K00244,0,0,42240000,0
14753,NOM026_GL0042297,Faecalibacterium,K00244,21558000,0,0,0
14754,V1.FI27_GL0007393,Blautia,K03545,22925000,26927000,0,0
14755,MH0251_GL0171784,Clostridium,K11176,5622200,47895000,8805500,22190000
14756,MH0002_GL0019176,Bacteroides,K21572,900790000,31580000,290730000,74751000
14757,MH0367_GL0155309,Bacteroides,COG3943,0,6078200,0,0
14758,MH0068_GL0051599,Bacteroides,K12373,4924700,0,0,0
14759,V1.UC57-0_GL0028764,Butyricicoccus,K10439,108140000,0,42420000,0
14760,T2D-41A_GL0117140,Blautia,K00962,53690000,200100000,51550000,0
14761,MH0144_GL0098126,Ruminococcus,K01875,0,64149000,8833900,0
14762,MH0309_GL0079919,Ruminococcus,K01875,26841000,12493000,0,3888300
14763,V1.UC48-0_GL0111074,Coprococcus,K01875,58107000,345220000,257500000,368840000
14764,MH0088_GL0096180,Eubacterium,K01875,0,0,6567200,0
14765,MH0246_GL0050951,Oscillibacter,K00010,0,75262000,1567500,76023000
14766,MH0257_GL0002810,Oscillibacter,K00010,67303000,155050000,209220000,125580000
14767,MH0373_GL0085970,Oscillibacter,K00010,39890000,24074000,98284000,16681000
14768,MH0093_GL0031190,Bacteroides,K21572,14930000,5454600,29519000,405200000
14769,V1.UC3-0_GL0003987,Faecalibacterium,K02959,18545000,131670000,8625800,0
14770,O2.UC30-0_GL0036937,Faecalibacterium,K02959,256480000,506910000,165250000,0
14771,V1.UC32-0_GL0117243,Dorea,K02959,178480000,53173000,461710000,34998000
14772,V1.CD54-0_GL0126510,Blautia,K02959,0,0,0,11458000
14773,MH0053_GL0026032,Clostridium,K02959,0,0,89875000,0
14774,O2.UC3-2_GL0090433,Coprococcus,K02959,48923000,250110000,32210000,34921000
14775,T2D-66A_GL0015157,Butyricicoccus,K02959,16247000,0,0,0
14776,MH0006_GL0205712,Faecalibacterium,K02959,0,9955900,0,0
14777,160400887-stool1_revised_C1469052_1_gene122485,Coprococcus,K02959,68823000,7670500,20743000,3980900
14778,MH0309_GL0022437,Ruminococcus,K02959,57498000,0,0,33659000
14779,MH0270_GL0016878,Clostridium,K02959,0,8822000,25423000,0
14780,MH0389_GL0048104,Anaerotruncus,K02959,0,18964000,0,0
14781,V1.CD20-0_GL0107624,Clostridium,K02959,20638000,93523000,55474000,43651000
14782,MH0187_GL0122848,Bacteroides,K03564,21158000,52199000,6999600,46628000
14783,160421117-stool1_revised_C329205_1_gene40530,Bacteroides,K03585,16483000,188170000,8898500,21959000
14784,MH0002_GL0039351,Bacteroides,K03585,384270000,373140000,386050000,246000000
14785,159632143-stool1_revised_scaffold44770_1_gene38026,Bacteroides,K03585,10576000,0,0,56386000
14786,MH0028_GL0020239,Bacteroides,K00012,9595300,209170000,14487000,0
14787,MH0094_GL0135856,Bacteroides,COG0624,0,4451700,15587000,11030000
14788,V1.CD7-4_GL0096162,Bacteroides,COG0624,20031000,13715000,6391100,51471000
14789,DOM019_GL0032480,Parabacteroides,K03775,156390000,25254000,7439900,0
14790,MH0003_GL0013038,Faecalibacterium,K03977,0,49718000,0,0
14791,V1.FI33_GL0028686,Collinsella,K07029,0,16379000,0,0
14792,V1.UC12-0_GL0049534,Collinsella,K01740,205500000,13917000,0,0
14793,MH0037_GL0013924,Bacteroides,K01271,5519700,2122200,3006200,0
14794,MH0048_GL0041502,Bacteroides,K01271,9053200,0,2935000,1664600
14795,O2.UC11-1_GL0000569,Dorea,K23876,0,0,15078000,0
14796,O2.UC56-0_GL0051483,Bacteroides,K03839,347880000,210220000,107490000,0
14797,O2.UC41-1_GL0058998,Blautia,K01835,25577000,0,7736400,0
14798,T2D-135A_GL0119862,Bacteroides,COG4704,3406200,1305500,2103200,27160000
14799,MH0091_GL0011211,Parabacteroides,K00033,11144000,0,2959000,0
14800,MH0435_GL0031426,Clostridium,K06969,0,8677400,1819500,916100
14801,765620695-stool1_revised_C769675_1_gene49688,Ruminococcus,K06972,67815000,9363800,34285000,13221000
14802,V1.UC17-2_GL0027006,Peptoniphilus,K00789,0,31708000,0,0
14803,O2.UC18-1_GL0152954,Bacteroides,COG4206,0,0,49638000,0
14804,N104A_GL0025101,Ruminococcus,K00528,33772000,266500000,28875000,0
14805,MH0003_GL0032560,Bacteroides,COG4772,61063000,17012000,86488000,12544000
14806,O2.UC36-1_GL0003747,Bacteroides,COG4772,4612900,0,29986000,0
14807,MH0131_GL0055410,Collinsella,K02035,2905400000,2477600000,603750000,6145200
14808,SZEY-38A_GL0020783,Bacteroides,K02004,8634500,6240800,0,5022200
14809,MH0142_GL0001368,Bacteroides,,0,13885000,0,0
14810,V1.CD53-0_GL0064469,Bacteroides,,0,0,0,0
14811,MH0230_GL0078089,Akkermansia,K02931,0,19691000,76842000,0
14812,MH0418_GL0176980,Coprococcus,K01586,7853400,11323000,0,0
14813,MH0055_GL0055864,Sutterella,K02992,710120000,11702000,614590000,0
14814,V1.CD3-3-PN_GL0032459,Bacteroides,K21571,129190000,1053300000,79393000,2612500
14815,MH0002_GL0067455,Alistipes,K15894,0,33585000,12984000,22313000
14816,MH0002_GL0015750,Subdoligranulum,COG3689,0,6780000,0,0
14817,NOF013_GL0026192,Bacteroides,K01935,5164700,0,4577500,0
14818,T2D-83A_GL0026933,Bacteroides,K01935,55229000,25135000,17131000,24569000
14819,MH0230_GL0114864,Dorea,,0,3053700,47447000,0
14820,MH0057_GL0018800,Bacteroides,K01912,0,0,0,75768000
14821,MH0422_GL0052085,Bacteroides,K01912,0,0,0,6905300
14822,MH0161_GL0107922,Faecalibacterium,K01465,14805000,3310100,10071000,0
14823,MH0161_GL0180076,Faecalibacterium,K01465,0,0,1813300,0
14824,NLM031_GL0003262,Faecalibacterium,K01465,6884000,0,0,0
14825,V1.CD49-0_GL0032032,Faecalibacterium,K01465,236110000,153530000,200300000,16335000
14826,MH0434_GL0009297,Clostridium,K00198,32542000,61426000,11058000,29721000
14827,O2.UC30-1_GL0062017,Clostridium,K00198,0,12298000,0,6616800
14828,V1.CD54-0_GL0086514,Blautia,K00198,0,31354000,0,0
14829,MH0002_GL0013662,Alistipes,K25026,6776200,12831000,5542000,0
14830,763961826-stool2_revised_scaffold22980_1_gene19422,Odoribacter,K03561,12192000,0,0,0
14831,V1.FI17_GL0143367,Bacteroides,K06041,80747000,13954000,59165000,191710000
14832,MH0101_GL0084142,Tyzzerella,K02926,120620000,0,0,128890000
14833,MH0108_GL0084750,Bacteroides,,0,0,0,83410000
14834,HT25A_GL0138332,Blautia,K01625,0,17725000,13142000,725120000
14835,MH0113_GL0051191,Parabacteroides,COG0745,8935100,0,0,0
14836,MH0189_GL0094693,Bifidobacterium,K08659,8637800,229430000,0,0
14837,MH0161_GL0098750,Faecalibacterium,K00948,0,0,24464000,0
14838,MH0313_GL0056598,Faecalibacterium,K00948,0,25443000,0,0
14839,SZEY-59A_GL0054768,Bacteroides,K01854,217410000,157460000,128320000,105520000
14840,MH0310_GL0039638,Alistipes,K01950,5312100,18963000,0,0
14841,MH0128_GL0004932,Bacteroides,COG1506,25666000,0,5607900,0
14842,MH0012_GL0007319,Parabacteroides,COG3507,0,106040000,6014300,0
14843,159571453-stool1_revised_scaffold17387_1_gene77999,Bacteroides,,15971000,10647000,20759000,165540000
14844,V1.CD38-0_GL0159157,Bacteroides,,57332000,22090000,30804000,78462000
14845,MH0132_GL0042304,Prevotella,K02961,67088000,0,0,0
14846,MH0057_GL0000639,Prevotella,K00957,0,11594000,4233000,0
14847,MH0004_GL0001932,Bacteroides,K02112,134050000,15988000,179090000,197290000
14848,MH0281_GL0023569,Bacteroides,K00677,0,0,0,4667300
14849,T2D-14A_GL0103061,Bacteroides,K00677,0,0,32472000,8295200
14850,158337416-stool2_revised_C977523_1_gene11031,Coprococcus,K10794,4716600,3755900,6304200,3133100
14851,V1.UC13-3_GL0061798,Coprococcus,K10794,7292100,18103000,10455000,0
14852,763536994-stool1_revised_C2091637_1_gene98530,Bacteroides,K01885,312840000,269780000,304010000,353460000
14853,MH0101_GL0018514,Bacteroides,K01885,27755000,0,27771000,0
14854,159632143-stool1_revised_C948051_1_gene38742,Bacteroides,K01885,8214200,0,12212000,0
14855,160704339-stool1_revised_C1380861_1_gene162506,Faecalibacterium,K21071,36440000,10249000,0,0
14856,MH0287_GL0013192,Faecalibacterium,K21071,49638000,73068000,18428000,1791500
14857,159146620-stool1_revised_scaffold3285_1_gene39408,Bacteroides,K05366,0,0,0,36327000
14858,MH0020_GL0031252,Clostridium,COG5263,14142000,84573000,18975000,46698000
14859,MH0080_GL0003788,Bacteroides,COG2197,121530000,95793000,49681000,125900000
14860,MH0176_GL0005426,Bacteroides,K02117,4475100,0,25126000,113700000
14861,MH0013_GL0038831,Bacteroides,K02117,211950000,101540000,189610000,182080000
14862,MH0041_GL0047745,Bacteroides,K02117,0,12735000,0,0
14863,MH0109_GL0007456,Bacteroides,K02117,14086000,0,8962600,0
14864,MH0205_GL0103275,Fusicatenibacter,K07407,0,11600000,0,0
14865,MH0162_GL0149699,Bacteroides,K01142,7410700,4989900,4570600,0
14866,DOM015_GL0036096,Phascolarctobacterium,K03870,0,14373000,54231000,0
14867,T2D-102A_GL0067779,Faecalibacterium,K01839,116390000,60345000,103060000,0
14868,MH0230_GL0003893,Phascolarctobacterium,K09825,0,0,0,0
14869,159571453-stool2_revised_scaffold27226_1_gene134085,Bacteroides,K06889,0,33797000,0,0
14870,MH0193_GL0054184,Faecalibacterium,K01734,74142000,91583000,17410000,0
14871,NLF014_GL0011668,Bacteroides,K01200,0,54603000,0,3935500
14872,O2.UC48-1_GL0050479,Faecalibaculum,K00088,0,0,0,0
14873,MH0041_GL0068635,Bacteroides,,0,0,61795000,65542000
14874,V1.UC56-0_GL0055599,Clostridium,K17318,97544000,0,3687300,15553000
14875,V1.CD20-4_GL0019995,Clostridium,K01869,0,50571000,20190000,0
14876,MH0305_GL0078391,Bacteroides,,0,0,0,7906900
14877,NOM027_GL0023472,Clostridium,K01804,6828700,0,5081900,11244000
14878,MH0192_GL0072924,Alistipes,K00609,6792400,16514000,1006500,0
14879,MH0108_GL0049382,Dorea,K01804,24814000,26885000,33572000,2153300
14880,DLF003_GL0001576,Prevotella,K01866,80959000,4923300,0,0
14881,MH0055_GL0042364,Bacteroides,K01235,12049000,0,0,12163000
14882,MH0257_GL0081409,Eubacterium,K01006,486360000,186260000,139170000,12810000
14883,N085A_GL0074368,Bacteroides,K01812,93607000,167290000,52301000,69408000
14884,V1.UC33-0_GL0171120,Bacteroides,K01812,115170000,127240000,2960200,190580000
14885,MH0267_GL0106947,Bacteroides,K01812,0,238630000,99226000,265690000
14886,T2D-66A_GL0079625,Dorea,K02118,479750000,160160000,659850000,58366000
14887,MH0004_GL0025442,Bacteroides,COG4771,0,0,125450000,7284800
14888,MH0068_GL0041217,Bacteroides,K00847,28814000,392780000,103740000,59081000
14889,MH0262_GL0127598,Bacteroides,K00847,0,0,28710000,1889000
14890,MH0197_GL0178920,Faecalibacterium,K03696,0,5842600,18396000,14461000
14891,V1.CD38-0_GL0087812,Bacteroides,COG3669,0,29372000,0,3075400
14892,MH0157_GL0084529,Bacteroides,,0,0,17457000,16388000
14893,V1.CD32-4_GL0084749,Dorea,K01262,1956900,0,0,0
14894,N001A_GL0024986,Faecalibacterium,K06941,7786800,18987000,6127900,0
14895,MH0004_GL0022395,Bacteroides,K03046,0,2197800,95023000,269110000
14896,MH0052_GL0008308,Bacteroides,K03046,0,0,0,39934000
14897,MH0243_GL0057131,Bacteroides,K03046,12974000,7110800,4671300,0
14898,MH0314_GL0154552,Bacteroides,K03046,76329000,82896000,135610000,327260000
14899,MH0338_GL0092057,Bacteroides,K03046,4684300,4868500,14908000,26887000
14900,MH0435_GL0158560,Bacteroides,K03046,0,0,26350000,68929000
14901,DOM019_GL0068822,Parabacteroides,K06207,0,207060000,0,0
14902,764184357-stool1_revised_scaffold35726_1_gene72283,Blautia,COG3444,10354000,5076700,54641000,0
14903,159915365-stool1_revised_C238545_1_gene15376,Bacteroides,,2760300,17490000,0,0
14904,MH0020_GL0062232,Bacteroides,K01619,116330000,100520000,67183000,447530000
14905,160218816-stool1_revised_scaffold28653_2_gene35767,Faecalibacterium,K01887,13814000,0,0,0
14906,MH0253_GL0155413,Bacteroides,,0,0,0,27822000
14907,MH0387_GL0023897,Eubacterium,K01740,0,0,0,38865000
14908,MH0008_GL0019678,Faecalibacterium,COG4947,7239800,1563100,0,0
14909,V1.CD6-0-PT_GL0077362,Collinsella,K03431,74396000,933590000,12009000,10566000
14910,MH0161_GL0138237,Faecalibacterium,COG4947,0,0,6583800,0
14911,MH0268_GL0047896,Faecalibacterium,COG4947,34851000,7357400,1545200,0
14912,T2D-22A_GL0080996,Alistipes,K01847,6146500,62278000,0,6154900
14913,MH0006_GL0129178,Bacteroides,K21572,0,0,13847000,0
14914,MH0111_GL0094275,Faecalibacterium,,292440000,3540300,128580000,0
14915,MH0101_GL0022220,Bacteroides,K01869,0,0,13666000,0
14916,MH0060_GL0038052,Faecalibacterium,K00656,1363700000,818890000,1477600000,154070000
14917,MH0379_GL0029688,Faecalibacterium,K00656,11503000,0,80405000,0
14918,O2.UC37-1_GL0159159,Faecalibacterium,K00656,3056400000,2678000000,4988900000,965300000
14919,V1.FI29_GL0062355,Eubacterium,K03324,173000000,142030000,45514000,4485200
14920,T2D-51A_GL0019162,Parabacteroides,,937590000,22733000,57133000,0
14921,MH0162_GL0116236,Faecalibacterium,K01439,12097000,41127000,0,0
14922,T2D-120A_GL0041701,Bilophila,K05919,0,83017000,12198000,8454500
14923,158479027-stool1_revised_scaffold10015_1_gene43657,Bacteroides,K01662,0,22458000,0,4364600
14924,MH0052_GL0009922,Bacteroides,K01662,0,3000500,1772000,13980000
14925,MH0113_GL0102289,Bacteroides,K21636,0,16712000,0,41007000
14926,NOM027_GL0038564,Clostridium,K06871,37201000,0,0,49497000
14927,MH0236_GL0051975,Clostridium,COG0561,0,3757000,0,15204000
14928,MH0037_GL0032058,Bacteroides,K07263,10531000,0,0,0
14929,T2D-109A_GL0147054,Bacteroides,COG1074,5652500,0,829580,0
14930,MH0020_GL0054446,Bacteroides,K21636,14592000,61763000,11780000,95990000
14931,MH0052_GL0038731,Bacteroides,COG3537,0,782670,11257000,446220000
14932,MH0056_GL0034088,Bacteroides,COG3537,0,0,0,61262000
14933,MH0333_GL0048307,Bacteroides,K01867,0,2534300,0,0
14934,MH0316_GL0074953,Faecalibacterium,K01867,16425000,0,61452000,0
14935,O2.UC37-2_GL0052726,Dorea,K01869,0,0,5929000,0
14936,N087A_GL0039434,Bacteroides,K01142,0,8312700,0,0
14937,160502038-stool1_revised_C1112973_1_gene136430,Bacteroides,K01153,0,0,0,15869000
14938,MH0095_GL0040346,Bacteroides,COG3176,0,15070000,0,0
14939,T2D-198A_GL0035794,Clostridium,COG1638,0,5075900,4819100,20381000
14940,MH0188_GL0022278,Bifidobacterium,K10117,0,81205000,0,45994000
14941,V1.UC51-4_GL0144446,Parabacteroides,K04764,73720000,0,6625900,0
14942,O2.UC27-0_GL0067437,Bacteroides,K00057,46906000,71126000,75238000,123250000
14943,NOF013_GL0000226,Bacteroides,K00057,64868000,34305000,21406000,42553000
14944,O2.UC1-2_GL0122092,Clostridium,K01006,0,8870900,0,2854600
14945,MH0006_GL0197074,Bacteroides,,67923000,39464000,54551000,140530000
14946,MH0211_GL0107213,Clostridium,K06958,4498300,2963300,0,9984400
14947,MH0055_GL0008343,Bacteroides,K01869,0,0,0,20735000
14948,MH0091_GL0070007,Bacteroides,K01869,0,9058800,8943600,52705000
14949,MH0093_GL0050568,Bacteroides,COG4886,0,0,1511700,8546100
14950,MH0188_GL0181085,Eubacterium,K22373,17650000,0,21008000,0
14951,MH0150_GL0120421,Collinsella,K10710,0,19098000,0,0
14952,MH0002_GL0072399,Alistipes,K02986,65128000,234190000,33862000,0
14953,V1.FI17_GL0136230,Hungatella,K17318,0,0,0,35828000
14954,O2.UC30-1_GL0101351,Ruminococcus,K03655,0,0,7284100,0
14955,MH0230_GL0033131,Phascolarctobacterium,K00027,0,0,156460000,0
14956,MH0347_GL0081666,Collinsella,K19509,0,9833200,0,0
14957,MH0041_GL0056480,Bacteroides,COG1196,0,3849500,91901000,0
14958,MH0037_GL0057862,Bacteroides,K01142,23164000,2790300,118960000,4847100
14959,MH0026_GL0027538,Bacteroides,K01142,9099000,4393000,5807100,112040000
14960,158337416-stool2_revised_scaffold19814_1_gene163200,Bacteroides,COG1208,1865200000,1480700000,656070000,1707500000
14961,MH0267_GL0113574,Bacteroides,COG1208,229170000,215280000,148410000,224760000
14962,T2D-135A_GL0099414,Bacteroides,COG1208,1383000000,2790900000,711060000,483990000
14963,764184357-stool1_revised_scaffold34635_1_gene36168,Bacteroides,K00226,31889000,23337000,22254000,0
14964,MH0039_GL0009875,Bacteroides,K00226,68051000,652460000,24858000,76999000
14965,MH0412_GL0194658,Bacteroides,K00226,78672000,21449000,23520000,210250000
14966,V1.UC32-0_GL0101432,Bacteroides,K00226,0,3683000,85092000,55761000
14967,MH0002_GL0013986,Alistipes,K01897,31831000,58360000,0,0
14968,159005010-stool1_revised_C466693_1_gene26852,Bacteroides,K01929,0,0,0,3611100
14969,MH0012_GL0199974,Bacteroides,K01619,0,0,32402000,0
14970,MH0094_GL0057073,Bacteroides,K01619,33032000,44414000,25763000,16776000
14971,158802708-stool2_revised_scaffold4409_1_gene22386,Bacteroides,K01951,8030000,0,0,59735000
14972,T2D-154A_GL0036218,Sutterella,K04079,6516200,0,3513800,0
14973,MH0128_GL0000491,Faecalibacterium,K02112,0,13331000,54013000,0
14974,MH0011_GL0104473,Ruminococcus,K02112,15654000,5334600,16441000,0
14975,MH0006_GL0070673,Desulfovibrio,K02112,0,0,171410000,0
14976,MH0188_GL0017894,Coprococcus,K02112,173140000,252910000,41875000,55064000
14977,O2.UC48-0_GL0044396,Dorea,K02112,0,1311200,8012500,10671000
14978,NLF013_GL0039327,Bacteroides,K01895,204890000,135980000,92136000,148750000
14979,MH0102_GL0126075,Holdemanella,K00248,0,0,17228000,0
14980,MH0393_GL0064099,Dorea,COG2334,0,0,7694400,0
14981,MH0061_GL0044701,Bacteroides,COG3669,30683000,39413000,16811000,0
14982,MH0180_GL0054465,Odoribacter,,17941000,27548000,6614200,0
14983,SZEY-40A_GL0022011,Parabacteroides,COG3021,0,52185000,0,0
14984,MH0152_GL0001368,Bacteroides,COG2971,4608200,7409700,0,0
14985,NOF013_GL0054992,Bacteroides,COG3610,19433000,16671000,21810000,18188000
14986,MH0333_GL0090345,Butyricicoccus,K02406,0,0,0,16091000
14987,MH0393_GL0019732,Butyricicoccus,K02406,0,0,8378300,0
14988,V1.CD54-0_GL0098463,Butyricicoccus,K02406,0,0,0,2385700
14989,MH0446_GL0147687,Odoribacter,K04763,0,31432000,7945800,0
